  -1.1492272e+02   3.4654851e+01
  -1.1492272e+02   3.4903607e+01
  -1.1506384e+02   3.5121269e+01
  -1.1520497e+02   3.5245647e+01
  -1.1515793e+02   3.5401119e+01
  -1.1482863e+02   3.5463308e+01
  -1.1482863e+02   3.5587687e+01
  -1.1473454e+02   3.5774254e+01
  -1.1482863e+02   3.5898632e+01
  -1.1496976e+02   3.5929726e+01
  -1.1515793e+02   3.5960821e+01
  -1.1539315e+02   3.6054104e+01
  -1.1553427e+02   3.6147388e+01
  -1.1562836e+02   3.6396144e+01
  -1.1562836e+02   3.6582711e+01
  -1.1558132e+02   3.6613806e+01
  -1.1544019e+02   3.6644900e+01
  -1.1520497e+02   3.6738184e+01
  -1.1506384e+02   3.6893657e+01
  -1.1506384e+02   3.7049129e+01
  -1.1506384e+02   3.7142413e+01
  -1.1506384e+02   3.7204602e+01
  -1.1515793e+02   3.7328980e+01
  -1.1515793e+02   3.7360075e+01
  -1.1515793e+02   3.7484453e+01
  -1.1520497e+02   3.7639925e+01
  -1.1529906e+02   3.7888682e+01
  -1.1534610e+02   3.8013060e+01
  -1.1534610e+02   3.8013060e+01
  -1.1534610e+02   3.8324005e+01
  -1.1548723e+02   3.8603856e+01
  -1.1548723e+02   3.8603856e+01
  -1.1548723e+02   3.8945896e+01
  -1.1539315e+02   3.9163557e+01
  -1.1496976e+02   3.9319030e+01
  -1.1496976e+02   3.9256841e+01
  -1.1496976e+02   3.9101368e+01
  -1.1496976e+02   3.8945896e+01
  -1.1496976e+02   3.8697139e+01
  -1.1496976e+02   3.8541667e+01
  -1.1496976e+02   3.8261816e+01
  -1.1487567e+02   3.8013060e+01
  -1.1487567e+02   3.7764303e+01
  -1.1492272e+02   3.7608831e+01
  -1.1492272e+02   3.7484453e+01
  -1.1478159e+02   3.7453358e+01
  -1.1459341e+02   3.7484453e+01
  -1.1454637e+02   3.7639925e+01
  -1.1454637e+02   3.7795398e+01
  -1.1454637e+02   3.8044154e+01
  -1.1459341e+02   3.8168532e+01
  -1.1459341e+02   3.8168532e+01
  -1.1435820e+02   3.8168532e+01
  -1.1421707e+02   3.8168532e+01
  -1.1421707e+02   3.8044154e+01
  -1.1421707e+02   3.7888682e+01
  -1.1421707e+02   3.7733209e+01
  -1.1412298e+02   3.7608831e+01
  -1.1412298e+02   3.7608831e+01
  -1.1360551e+02   3.7608831e+01
  -1.1332325e+02   3.7608831e+01
  -1.1308804e+02   3.7546642e+01
  -1.1285282e+02   3.7515547e+01
  -1.1257056e+02   3.7515547e+01
  -1.1224126e+02   3.7484453e+01
  -1.1195901e+02   3.7515547e+01
  -1.1191196e+02   3.7577736e+01
  -1.1191196e+02   3.7733209e+01
  -1.1191196e+02   3.7950871e+01
  -1.1191196e+02   3.8044154e+01
  -1.1191196e+02   3.8199627e+01
  -1.1200605e+02   3.8355100e+01
  -1.1205309e+02   3.8510572e+01
  -1.1191196e+02   3.8666045e+01
  -1.1181788e+02   3.8759328e+01
